Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating
Family Care Hospitals,THANE,MAHARASHTRA,4.3,1221.0,"7VW7+MR Mira Road East, Mira Bhayandar, Maharashtra",19.2966875,72.8619929,2.952724006837854
Bijankur Hospital PVT. LTD.,THANE,MAHARASHTRA,3.8,24.0,"538H+PH Nilje Gaon, Maharashtra",19.1668125,73.0763679,1.1405295875786268
Icon Hospital Pvt Ltd,THANE,MAHARASHTRA,3.9,107.0,"5XR9+72 Thane, Maharashtra",19.1906875,72.9649929,1.7364241826706093
Swayam Hospitals,THANE,MAHARASHTRA,4.3,121.0,"6X9C+C2 Thane, Maharashtra",19.2185625,72.9674929,1.9733532423661224
Ortho Centre Hospital,THANE,MAHARASHTRA,4.7,1194.0,"5XWC+RH Thane, Maharashtra",19.1970625,72.9688679,3.223389650074156
Kelshikar Hospital,THANE,MAHARASHTRA,3.8,55.0,"6X3F+79 Thane, Maharashtra",19.2031875,72.9708679,1.4434504097639793
Spandan Hospital & ICU,THANE,MAHARASHTRA,5.0,2.0,"6X53+7C Thane, Maharashtra",19.2081875,72.9509929,0.47444692344711425
"Shivneri Hospital And Advanced Urology 
Center",THANE,MAHARASHTRA,4.1,228.5,"5XWC+4C Mumbai, Maharashtra",19.1953125,72.9684929,2.134461682575174
Matrix Multispeciality Hospital,THANE,MAHARASHTRA,4.4,147.0,"566H+P8 Badlapur, Maharashtra",19.1618125,73.2257429,2.1048607645071766
Global Multispeciality Hospital,THANE,MAHARASHTRA,4.3,106.0,"7VVC+C8 Mira Road East, Mira Bhayandar, Maharashtra",19.2073125,73.1016179,1.9175922287971283
SRV Mamta Hospital,THANE,MAHARASHTRA,3.9,1011.0,"6443+WM Dombivli, Maharashtra",19.2073125,73.1016179,2.5989895555403124
Mehta Hospital and fertility Center,THANE,MAHARASHTRA,5.0,5.0,"7VGH+X8 Mira Road East, Mira Bhayandar, Maharashtra",19.2774375,72.8757429,0.8170171541934828
Badar Multispeciality Hospital,THANE,MAHARASHTRA,3.5,37.0,"CR72+37 Nala Sopara, Maharashtra",19.4126875,72.7981179,1.1899345713051361
Ankur Paediatric Hospital And ICU,THANE,MAHARASHTRA,3.4,253.0,"FR35+6P Virar West, Virar, Maharashtra",19.4530625,72.8067429,1.7924321322758416
Thane Noble Hospital,THANE,MAHARASHTRA,4.2,171.0,"7X59+VJ Thane, Maharashtra",19.2596875,72.9664929,2.0684604275563414
Bilal Hospital And ICU,THANE,MAHARASHTRA,4.0,1193.0,"527H+6M Thane, Maharashtra",19.1630625,73.0266179,2.732775120831362
Dr Veer Hospital,THANE,MAHARASHTRA,3.6,37.0,"6X43+7J Thane, Maharashtra",19.2056875,72.9514929,1.225890246089548
Dr More Hospital,THANE,MAHARASHTRA,4.5,24.0,"7XF6+JG Thane, Maharashtra",19.2740625,72.9587429,1.3632481516863977
Gastrocare Hospital,THANE,MAHARASHTRA,4.1,174.0,"64RV+FX Kalyan, Maharashtra",19.2411875,73.1423679,2.024587703985378
"Sai Aarogyam Multispeciality Hospital & 
ICCU",THANE,MAHARASHTRA,4.3,81.0,"64XC+74 Kalyan, Maharashtra",19.2481875,73.1177429,1.804486883046214
Reliance Hospital,THANE,MAHARASHTRA,4.8,9467.0,"XR5C+F2 Mumbai, Maharashtra",18.9586875,72.8174929,4.275444418297519
Aarogyadham Multispeciality Hospital,THANE,MAHARASHTRA,4.1,228.5,"5XRC+R8 Thane, Maharashtra",19.1920625,72.9682429,2.134461682575174
Shambharti Multispecilatiy Hospital,THANE,MAHARASHTRA,4.3,104.0,"7VP9+9Q Mira Bhayandar, Maharashtra",19.2859375,72.8668679,1.9095725010469293
Phoneix Hospital Pvt Ltd,THANE,MAHARASHTRA,2.7,25.0,"6R3H+65 Mumbai, Maharashtra",19.2030625,72.8253679,0.8010105420313409
Siddha Pooja Hospital,THANE,MAHARASHTRA,4.2,36.0,"3273+CX Navi Mumbai, Maharashtra",19.0635625,73.0023679,1.4305530127325294
Venkatesh Hospital And Nursing Home,THANE,MAHARASHTRA,2.8,36.0,"743Q+HC Kalyan, Maharashtra",19.2539375,73.1359929,0.9308639931052616
Lifeline Hospital,THANE,MAHARASHTRA,3.8,119.0,"6X3C+4Q Thane, Maharashtra",19.2028125,72.9693679,1.729718233709652
Mauli Hospital,THANE,MAHARASHTRA,4.3,58.0,"6X9R+88 Thane, Maharashtra",19.2183125,72.9882429,1.6645737665145572
Platinum Multispeciality Hospital,THANE,MAHARASHTRA,4.2,94.0,,19.2525625,73.1348679,1.8220209932923825
"Ganesh Memorial Hospital and 
Endoscopy Center",THANE,MAHARASHTRA,4.4,48.0,"743P+2X Kalyan West, Kalyan, Maharashtra",19.2525625,73.1348679,1.6241065070984866
Lakecity Hospital,THANE,MAHARASHTRA,3.4,228.0,"6X39+QV Thane, Maharashtra",19.2044375,72.9671179,1.7576108922289273
Shree Maternity and General Hospital,THANE,MAHARASHTRA,5.0,2.0,"52QF+X2 Thane, Maharashtra",19.1899375,73.0199929,0.47444692344711425
Koparde Hospital,THANE,MAHARASHTRA,5.0,6.0,"638W+52 Navi Mumbai, Maharashtra",19.2154375,73.0924929,0.8932021772869534
Abhinav Maternity and General Hospital,THANE,MAHARASHTRA,4.2,134.0,"CRC7+8V Vasai-Virar, Maharashtra",19.4208125,72.8121179,1.9679032895569377
Dr Das Hospital And ICCU,THANE,MAHARASHTRA,4.9,21.0,"6XMG+R7 Thane, Maharashtra",19.2345625,72.9731179,1.428601102073073
Amit Hospital (Berhampur),BERHAMPUR,ORISSA,3.6,298.0,"8Q7V+W7 Brahmapur, Odisha",19.3148125,84.7906179,1.9599406227064946
Ashutosh Hospital,BERHAMPUR,ORISSA,4.5,11.0,,20.2585625,85.8178679,1.0367772418309391
Maa Shakti Hospital,BHUBANESWAR,ORISSA,3.4,202.0,"7R5C+C5 Bhubaneswar, Odisha",20.2585625,85.8178679,1.7171087617017426
Amri Hospitals Ltd Bhubaneswar,BHUBANESWAR,ORISSA,3.9,72.0,"7RQW+6M Bhubaneswar, Odisha",20.2880625,85.8441179,1.5854366632344785
Care Hospital(Bhubaneshwar),BHUBANESWAR,ORISSA,4.3,5351.0,"8RC7+J6 Bhubaneswar, Odisha",20.3215625,85.8104929,3.5804898107499707
Hi Tech Medical College And Hospital,BHUBANESWAR,ORISSA,3.7,947.0,"8V2G+WR Bhubaneswar, Odisha",20.3023125,85.8744929,2.4383018557100637
Sara Gastro And Laparoscopic Hospital,BHUBANESWAR,ORISSA,4.3,125.0,"7R3W+J8 Bhubaneswar, Odisha",20.2540625,85.8432429,1.987065172153546
Sunshine Hospitals,BHUBANESWAR,ORISSA,4.6,2655.0,"7R9X+H9 Bhubaneswar, Odisha",20.2689375,85.8458679,3.516495845976639
Shree Hospitals,BHUBANESWAR,ORISSA,3.6,666.0,"6RXR+8H Bhubaneswar, Odisha",20.2483125,85.8388679,2.245448834002602
Asg Hospital Pvt Ltd,BHUBANESWAR,ORISSA,4.8,4778.0,"7RFW+R5 Bhubaneswar, Odisha",20.2745625,85.8428679,3.9510657284465274
"Utkal Institute of Medical Sciences And 
Hospital",BHUBANESWAR,ORISSA,4.5,4190.0,"8RF2+25 Bhubaneswar, Odisha",20.3225625,85.7978679,3.64144307873559
Radharaman Hospital,Cuttack,ORISSA,4.9,1292.0,"FV4C+W7 Cuttack, Odisha",20.4573125,85.8681179,3.401645802410167
Shakti Hospital,CUTTACK,ORISSA,3.9,122.0,"FW76+H6 Cuttack, Odisha",20.4639375,85.9079929,1.7865590147729042
Sun Hospital Pvt Ltd,CUTTACK,ORISSA,4.3,1505.0,"FVJ5+5G Cuttack, Odisha",20.4804375,85.8562429,3.0415424087717104
Trisha Hospital,Cuttack,ORISSA,3.1,81.0,"FV4C+X6 Cuttack, Odisha",20.4574375,85.8679929,1.2817889493172407
East Coast Hospital,PONDICHERRY,PONDICHERRY,4.8,1463.0,WQJH+2Q Puducherry,11.9300625,79.7768679,3.3897570451088215
Bewell Hospitals(Pondicherry),PONDICHERRY,PONDICHERRY,4.4,780.0,XR28+84 Puducherry,11.9508125,79.8127429,2.828286302146117
Dr Punjs Artemis Hospital,AMRITSAR,PUNJAB,4.1,228.5,"MV3J+HM Amritsar, Punjab",31.6539375,74.8791179,2.134461682575174
Madaan Hospital,AMRITSAR,PUNJAB,3.5,16.0,"JVVM+HR Amritsar, Punjab",31.6439375,74.8819929,0.9116561159367618
Adlakha Hospital,AMRITSAR,PUNJAB,4.1,63.0,"MV2F+FW Amritsar, Punjab",31.6511875,74.8722429,1.6169314891228599
KD Hospital,AMRITSAR,PUNJAB,3.4,162.0,"JVWM+J8 Amritsar, Punjab",31.6511875,74.8722429,1.643355693502074
Sanjeevan Hospital,AMRITSAR,PUNJAB,3.4,28.0,"JV98+X3 Amritsar, Punjab",31.6334387,74.7056519,1.063141729765108
"Dr Karam Singh Memorial Orthopaedic 
And Multispeciality Hospital",AMRITSAR,PUNJAB,4.4,179.0,"JVXM+4C Amritsar, Punjab",31.6478125,74.8809929,2.189993496506973
Ranjit Hospital,AMRITSAR,PUNJAB,4.6,208.0,"JRMV+6C Amritsar, Punjab",31.6330625,74.8409929,2.3605728064670393
Uppal Neuro Hospital,AMRITSAR,PUNJAB,3.9,392.0,"JVR5+RR Amritsar, Punjab",31.6330625,74.8409929,2.23435975578324
"Carewell Heart And Super Speciality 
Hospital",AMRITSAR,PUNJAB,3.4,57.0,"JVM6+RQ Amritsar, Punjab",31.6345625,74.8593679,1.2960894866726385
Sri Guru Ram Dass Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.6150625,74.8796179,1.8238940080948187
Apollo Hospital - Amritsar,AMRITSAR,PUNJAB,4.8,3003.0,"JVP8+CW Amritsar, Punjab",31.6360625,74.8647429,3.730782451583756
Hargun Hospital,AMRITSAR,PUNJAB,4.1,228.5,,31.6501875,74.8516179,2.134461682575174
Hartej Hospital,AMRITSAR,PUNJAB,3.4,158.0,"MV23+3M Amritsar, Punjab",31.6501875,74.8516179,1.6350056348115307
Fortis Escorts Hospital Amritsar,AMRITSAR,PUNJAB,4.7,4754.0,"MW79+V8 Amritsar, Punjab",31.6646875,74.9157429,3.8649855434723306
Gupta Multispeciality Hospital.,AMRITSAR,PUNJAB,3.5,33.0,"JW85+FR Amritsar, Punjab",31.6200625,74.8844929,1.1514552774592197
Ap Hospital,AMRITSAR,PUNJAB,3.6,26.0,"JVCP+2R Amritsar, Punjab",31.6200625,74.8844929,1.1042816481789242
Randhawa Hospital,Amritsar,PUNJAB,4.4,291.0,"JVR7+WR Amritsar, Punjab",31.6423125,74.8619929,2.4004052320895943
Chikitsa ENT Hospital,AMRITSAR,PUNJAB,4.4,93.0,"JVJF+92 Amritsar, Punjab",31.6309375,74.8699929,1.9074441273734961
"Nayyar Heart Institute And Super 
Speciality Hospital",AMRITSAR,PUNJAB,4.1,7.0,"JVVG+CJ Amritsar, Punjab",31.6435625,74.8739929,0.774208721486793
"Life Kare Multi Speciality And Super 
Speciality Hospital",AMRITSAR,PUNJAB,3.3,40.0,,31.6390625,74.8843679,1.1428089193127997
Care & Cure Medicity Hospital,AMRITSAR,PUNJAB,3.0,45.0,"JVQP+JQ Amritsar, Punjab",31.6390625,74.8843679,1.0668106901477148
Dr Ved Gupta Hospital,AMRITSAR,PUNJAB,4.3,90.0,"JVRF+Q3 Amritsar, Punjab",31.6419375,74.8701179,1.848749925777576
"Akashdeep Hospital Neuro Trauma Multi 
Super Sepciality Hospital",AMRITSAR,PUNJAB,3.6,11.0,,31.6685625,74.8401179,0.8157189842348964
Surjit Hospital,AMRITSAR,PUNJAB,4.2,98.0,"MR9V+C3 Amritsar, Punjab",31.6685625,74.8401179,1.8391429445648626
Apex Hospital,AMRITSAR,PUNJAB,4.8,754.0,"JWW2+42 Amritsar, Punjab",31.6453125,74.8974929,3.0755679618778378
New Life Hospital,AMRITSAR,PUNJAB,4.2,158.0,"MV6Q+2W Amritsar, Punjab",31.6600625,74.8872429,2.035833795037602
Arora Hospital,AMRITSAR,PUNJAB,4.5,181.0,"JRH3+84 Amritsar, Punjab",31.6283125,74.8002429,2.2462382019110216
Dev Hospital Amritsar,Amritsar,PUNJAB,3.7,43.0,,31.6008125,74.8796179,1.31546262836277
Medcard Multispeciality Hospital,AMRITSAR,PUNJAB,4.6,267.0,"JV2J+8V Amritsar, Punjab",31.6008125,74.8796179,2.4736318262309624
"Medicaid Hospital And Critical Care 
Centre",AMRITSAR,PUNJAB,4.6,815.0,"MV4F+R6 Amritsar, Punjab",31.6570625,74.8704929,2.979892136624829
Mokha Hospital And Kidney Care Centre,AMRITSAR,PUNJAB,3.5,108.0,"JVQM+HR Amritsar, Punjab",31.6389375,74.8819929,1.554490879961677
Navpreet Hospital,AMRITSAR,PUNJAB,4.8,1133.0,"JRMV+7R Amritsar, Punjab",31.6331875,74.8419929,3.2685710731161475
Neelkanth Hospital,AMRITSAR,PUNJAB,3.3,43.0,,31.6150625,74.8796179,1.165843528415522
Sri Guru Ram Das Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.6150625,74.8796179,1.8238940080948187
Surinder Hospital,AMRITSAR,PUNJAB,4.9,309.0,"JQGM+GP Amritsar, Punjab",31.6263125,74.7817429,2.7099367241071666
Badrinath Hospital,AMRITSAR,PUNJAB,3.9,16.0,"MVRP+J7 Amritsar, Punjab",31.6915625,74.8831179,1.0236755630323087
Parkash Hospital,AMRITSAR,PUNJAB,3.1,61.0,"JRMW+4F Amritsar, Punjab",31.6328125,74.8436179,1.1961188043049398
Gupta Hospital,AMRITSAR,PUNJAB,4.2,108.0,"MV2J+WR Amritsar, Punjab",31.6523125,74.8794929,1.8790918651838675
The Corporate Hospital,AMRITSAR,PUNJAB,3.9,220.0,"JWX4+QR Amritsar, Punjab",31.6494375,74.9044929,2.012450743755473
Florem Hospital,AMRITSAR,PUNJAB,4.3,646.0,"MVCV+GQ Amritsar, Punjab",31.6713125,74.8918679,2.682446462896337
Pulse Hospital,AMRITSAR,PUNJAB,4.7,442.0,"JWC3+RF Amritsar, Punjab",31.6220625,74.9011179,2.7623812111562596
Nanda Hospital,AMRITSAR,PUNJAB,3.8,31.0,,30.2125625,74.9397429,1.233252830686927
Dr PSPM Janta Hospital,AMRITSAR,PUNJAB,5.0,2.0,,30.2125625,74.9397429,0.47444692344711425
Nagpal Super Speciality Hospital,BHATINDA,PUNJAB,4.0,116.0,"6W7R+2W Bathinda, Punjab",30.2125625,74.9397429,1.8143518956902442
"Cygnus Health Street Super Specialty 
Hospital",BHATINDA,PUNJAB,5.0,1.0,"6WHM+WW Bathinda, Punjab",30.2298125,74.9322429,0.2740561845970949
Max Super Speciality Hospital Bhathinda,BHATINDA,PUNJAB,4.0,1334.0,"5WRW+WR Bathinda, Punjab",30.1923125,74.9444929,2.7769082806799745
Pragma Hospital,BHATINDA,PUNJAB,4.8,804.0,"5WCH+JM Bathinda, Punjab",30.1923125,74.9444929,3.10599219042053
Chhabra Hospital,BHATINDA,PUNJAB,4.9,420.0,"6W8W+X6 Bathinda, Punjab",30.2174375,74.9429929,2.858174049196319
BJS Bal Memorial Hospital,GURDASPUR,PUNJAB,3.6,17.0,"R668+57 Batala, Punjab",31.8104375,75.2131179,0.9600003162069104
Kamal Hospital (Jalandhar),Jalandhar,PUNJAB,4.4,370.0,"8HVP+4V Jalandhar, Punjab",31.3428125,75.5846179,2.5045454584731797
BBC Heart Hospital,JALANDHAR,PUNJAB,3.8,76.0,"8H9F+2M Jalandhar, Punjab",31.3175625,75.5716179,1.5630649824266343
Tagore Hospital And Heart Care Centre,JALANDHAR,PUNJAB,4.8,3545.0,"8HP7+R8 Jalandhar, Punjab",31.3370625,75.5607429,3.8094829655221765
"Kidney Hospital and Lifeline Medical 
institutions",JALANDHAR,PUNJAB,4.5,984.0,"8H3Q+Q2 Jalandhar, Punjab",31.3634375,75.5484929,2.9973462982653176
Sacred Heart Hospital (Maqsudan),JALANDHAR,PUNJAB,4.5,1861.0,"9H72+9C Jalandhar, Punjab",31.3634375,75.5484929,3.2805805213344623
Joshi Hospital,JALANDHAR,PUNJAB,4.2,423.0,"8HM7+J8 Jalandhar, Punjab",31.3340625,75.5607429,2.443023562057486
Modern Hospital Jalandhar,JALANDHAR,PUNJAB,3.5,30.0,"8H5F+MH Jalandhar, Punjab",31.3091875,75.5713679,1.1194980750991543
Armaan Hospital,JALANDHAR,PUNJAB,4.1,395.0,"8HH7+FW Jalandhar, Punjab",31.3286875,75.5622429,2.3555377184480943
Kapoor Bone And Children Hospital,JALANDHAR,PUNJAB,4.1,171.0,,31.3296875,75.5637429,2.0175800829443027
Batra Hospital,JALANDHAR,PUNJAB,4.1,71.0,"8HH8+VG Jalandhar, Punjab",31.3296875,75.5637429,1.6646647116248692
Capitol Hospital,JALANDHAR,PUNJAB,4.2,1574.0,"9H7W+RQ Jalandhar, Punjab",31.3645625,75.5943679,2.987813395105716
Dmc Hospital And Trauma Centre,JALANDHAR,PUNJAB,4.5,145.0,"8HC9+FX Jalandhar, Punjab",31.3211875,75.5673679,2.1482038261960184
Ghai Hospital (Jalandhar),JALANDHAR,PUNJAB,4.2,216.0,"8H48+XV Jalandhar, Punjab",31.3074375,75.5646179,2.1649421270352707
Johal Hospital,JALANDHAR,PUNJAB,4.6,3349.0,"8JCJ+MX Jalandhar, Punjab",31.3216875,75.6298679,3.622046349509656
Kapil Hospital,JALANDHAR,PUNJAB,4.0,45.0,"8H9R+75 Jalandhar, Punjab",31.3181875,75.5878679,1.4452522689133775
Makkar Hospital,Jalandhar,PUNJAB,3.1,39.0,"8HM6+2G Jalandhar, Punjab",31.3325625,75.5587429,1.0618291178490367
National Kidney Hospital,Jalandhar,PUNJAB,4.3,7.0,,31.3353125,75.5648679,0.8153171491763571
Ranjit Hospital,Jalandhar,PUNJAB,4.8,372.0,"8HP8+4X Jalandhar, Punjab",31.3353125,75.5648679,2.7410108005115967
Shakuntala Devi Vig Hospital,JALANDHAR,PUNJAB,4.2,52.0,"8HP2+9V Jalandhar, Punjab",31.3359375,75.5496179,1.5797465805766369
Vasal Hospital,Jalandhar,PUNJAB,2.3,69.0,"8HM7+MG Jalandhar, Punjab",31.3341875,75.5612429,0.8973525066660587
"Vedanta Multispeciality Hospital And 
Trauma Centre",Jalandhar,PUNJAB,3.7,100.0,"8H49+PQ Jalandhar, Punjab",31.3068125,75.5668679,1.6193556864139853
Shrimann Superspeciality Hospital,JALANDHAR,PUNJAB,4.1,1170.0,"9H8W+FX Jalandhar, Punjab",31.3661875,75.5948679,2.7949245884407325
"Global Hospital A Unit of Sood Hospital 
Pvt Ltd",JALANDHAR,PUNJAB,3.7,241.0,"8H7G+6F Jalandhar, Punjab",31.3130625,75.5736179,1.9389333906178758
Sikka Hospital,JALANDHAR,PUNJAB,3.4,111.0,"8HF9+9G Jalandhar, Punjab",31.3234375,75.5662429,1.5172440134174832
Sarvodaya Hospital,JALLANDHAR,PUNJAB,4.5,593.0,"8J62+9P Jalandhar, Punjab",31.3109375,75.5992429,2.772382238495782
Jain Multispeciality Hospital,KHANNA,PUNJAB,4.4,262.0,"M6WP+8V Khanna, Punjab",30.6958125,76.2346179,2.354912966990368
RG Stone And Super Speciality Hospital,LUDHIANA,PUNJAB,4.5,502.0,"VRQV+H5 Ludhiana, Punjab",30.8889375,75.8403679,2.6984165030096574
Sirish Hospital,LUDHIANA,PUNJAB,4.1,228.5,,30.8893125,75.8347429,2.134461682575174
"Deep Nursing Home And Children 
Hospital",LUDHIANA,PUNJAB,4.7,4874.0,"VRQP+PW Ludhiana, Punjab",30.8893125,75.8347429,3.8765642340341073
Aims Bassi Hospital Pvt Ltd,LUDHIANA,PUNJAB,4.0,310.0,"WR7F+JR Ludhiana, Punjab",30.9140625,75.8219929,2.2008823966358664
Toor Hospital,LUDHIANA,PUNJAB,4.1,88.0,"WRC8+5V Ludhiana, Punjab",30.9204375,75.8146179,1.7505686203231947
"Aastha Kidney And Super Speciality 
Hospital",LUDHIANA,PUNJAB,4.8,1420.0,"WR3F+3X Ludhiana, Punjab",30.9026875,75.8223679,3.375612786492115
Fortis Hospital Ludhiana,LUDHIANA,PUNJAB,4.7,401.0,"WR5R+C5 Ludhiana, Punjab",30.9085625,75.8378679,2.717263161453899
Satguru Pratap Singh Apollo Hospital,LUDHIANA,PUNJAB,4.7,10257.0,"VVMQ+J7 Ludhiana, Punjab",30.8840625,75.8856179,4.222176088069663
Avasthi Bone And Joint Clinic Hospital,LUDHIANA,PUNJAB,3.3,65.0,"WR7M+77 Ludhiana, Punjab",30.9131875,75.8306179,1.2981014160565347
Bansal Hospital(Ludi),LUDHIANA,PUNJAB,4.5,81.0,"WR99+QR Ludhiana, Punjab",30.9194375,75.8169929,1.8916032053343765
"Christian Medical College And Hospital 
(CMC)",LUDHIANA,PUNJAB,3.9,665.0,"WV67+9C Ludhiana, Punjab",30.9109375,75.8609929,2.4377006867935047
Eva Hospital,LUDHIANA,PUNJAB,4.9,366.0,"VRXJ+8P Ludhiana, Punjab",30.8983125,75.8292429,2.7916882357221215
"Global Heart And Super Speciality 
Hospital",LUDHIANA,PUNJAB,4.0,306.0,"VQJG+V5 Ludhiana, Punjab",30.8821875,75.7728679,2.1957641439522027
Hope Hospital,LUDHIANA,PUNJAB,5.0,1.0,,30.9141875,75.8643679,0.2740561845970949
Kalra Hospital,LUDHIANA,PUNJAB,3.2,78.0,"WV78+MQ Ludhiana, Punjab",30.9141875,75.8643679,1.3135580341563562
Kalyan Hospital(Ludhiana),LUDHIANA,PUNJAB,4.4,458.0,"WV78+X3 Ludhiana, Punjab",30.9149375,75.8626179,2.5971168316362068
Sri Balaji Super Speciality Hospital,LUDHIANA,PUNJAB,4.4,35.0,"VRQ2+4J Ludhiana, Punjab",30.8878125,75.7989929,1.4900208664539778
Healthline Multispecialty Hospital,LUDHIANA,PUNJAB,3.7,129.0,"WR8F+7H Ludhiana, Punjab",30.9156875,75.8213679,1.7116700338010484
"Orison Superspeciality Hospital inferlity 
And Trauma Centre",LUDHIANA,PUNJAB,3.1,285.0,"VQQR+95 Ludhiana, Punjab",30.8884375,75.7878679,1.664589938005255
Goyal Hospital,LUDHIANA,PUNJAB,4.9,203.0,"VR7G+HW Ludhiana, Punjab",30.8639375,75.8247429,2.507263583238519
Neurociti Hospital,LUDHIANA,PUNJAB,4.3,153.0,"WR2C+HH Ludhiana, Punjab",30.9014375,75.8188679,2.072356831996921
Hunjan Bone And Joint Hospital,LUDHIANA,PUNJAB,4.2,235.0,"VRVM+CX Ludhiana, Punjab",30.8935625,75.8323679,2.1997873864320883
Pancham Hospital,LUDHIANA,PUNJAB,4.4,497.0,"VRMJ+58 Ludhiana, Punjab",30.8829375,75.8282429,2.6325842916844215
Prolife Multispeciality Hospital,LUDHIANA,PUNJAB,4.6,383.0,"RVP8+Q2 Ludhiana, Punjab",30.8369375,75.8624929,2.6371623318860173
Max Super Speciality Hospital Mohali,MOHALI,PUNJAB,4.4,6604.0,PPR7+2P Chandigarh,30.7400625,76.7117429,3.756838127852301
Liberty Multispeciality Hospital,MOHALI,PUNJAB,4.0,1.0,,30.6993125,76.7248679,0.20554213844782118
Cosmo Hospital,MOHALI,PUNJAB,4.1,161.0,"MPXG+PX Sahibzada Ajit Singh Nagar, Punjab",30.6993125,76.7248679,1.9933055233389008
"Behgal Hospital (Bahgal Institute Of It 
And Radiation Technology)",MOHALI,PUNJAB,3.8,4.0,"PM7W+HF Sahibzada Ajit Singh Nagar, Punjab",30.7139375,76.6936179,0.5360077707146765
"Mayo Healthcare Super Speciality 
Hospital",MOHALI,PUNJAB,2.8,12.0,"MPR8+JH Sahibzada Ajit Singh Nagar, Punjab",30.6915625,76.7138679,0.6413758271904342
JP Hospital,MOHALI,PUNJAB,4.7,811.0,"PP4G+QM Sahibzada Ajit Singh Nagar, Punjab",30.7069375,76.7241179,3.0438789279185396
Cosmo Hospital(Surya Kidney Care),MOHALI,PUNJAB,4.1,15.0,"MPXG+PQ Sahibzada Ajit Singh Nagar, Punjab",30.6993125,76.7243679,1.055116310698815
Chawla Nursing Home And Hospital,MOHALI,PUNJAB,2.8,151.0,"PP5F+8M Sahibzada Ajit Singh Nagar, Punjab",30.7083125,76.7216179,1.321923506250187
Harmony Hospital,MOHALI,PUNJAB,3.9,13.0,"PP94+V7 Sahibzada Ajit Singh Nagar, Punjab",30.7196875,76.7031179,0.948829388113151
Healthsure Multispeciality Hospital,MOHALI,PUNJAB,4.1,228.5,,30.6923125,76.7307429,2.134461682575174
Shalby Hospital (Silver Oak),MOHALI,PUNJAB,4.8,6596.0,"MPRM+W8 Sahibzada Ajit Singh Nagar, Punjab",30.6923125,76.7307429,4.104022405998014
Amandeep Hospital,Pathankot,PUNJAB,4.6,2154.0,"7MGV+FW Pathankot, Punjab",32.2761875,75.6922429,3.421452511925833
Kalyani Hospital (Pathankot),PATHANKOT,PUNJAB,4.1,83.0,,30.3444375,76.3768679,1.7271364305615151
Columbia Asia Hospitals Pvt Ltd (Patiala),PATIALA,PUNJAB,5.0,3.0,"89VH+QQ Patiala, Punjab",30.3444375,76.3768679,0.6166264153434635
Neelam Hospital And Maternity Home,RAJPURA,PUNJAB,4.8,3184.0,"GM95+FC Rajpura, Punjab",30.5186875,76.6559929,3.758541676942997
Guru Nanak Hospital (Rajpur),RAJPURA,PUNJAB,4.1,128.0,,30.6389375,76.8142429,1.900992899589296
Baweja Multispeciality Hospital,ROPAR,PUNJAB,4.1,99.0,,30.6389375,76.8142429,1.7977955791917164
Amcare Medical And Research Hospital,ZIRAKAPUR,PUNJAB,4.4,2325.0,"JRQ8+HP Zirakpur, Punjab",30.6389375,76.8142429,3.3029248406795153
"Kshetrapal Hospital Multi Speciality And 
Research Centre",AJMER,RAJASTHAN,4.5,2309.0,"GJ3M+QX Ajmer, Rajasthan",26.5044375,74.6323679,3.3764781932327232
Mewar Hospital Pvt Ltd(Ajmer),AJMER,RAJASTHAN,4.1,228.5,"FJF6+J8 Ajmer, Rajasthan",26.4740625,74.6082429,2.134461682575174
Mittal Hospital And Research Centre,AJMER,RAJASTHAN,3.7,1057.0,"FJF6+VQ Ajmer, Rajasthan",26.4746875,74.6093679,2.478451665964319
Sania Hospital,Alwar,RAJASTHAN,3.3,261.0,"HJ8M+PC Alwar, Rajasthan",27.5668125,76.6309929,1.7478135909218402
Harish Hospital Pvt Ltd,ALWAR,RAJASTHAN,3.1,379.0,"HJH7+29 Alwar, Rajasthan",27.5775625,76.6108679,1.7516679500403032
Hi-Tech Hospital,ALWAR,RAJASTHAN,4.5,232.0,"HJF7+86 Alwar, Rajasthan",27.5733125,76.6104929,2.356118409836677
Solanki Hospital,ALWAR,RAJASTHAN,4.2,437.0,"HJ56+MF Alwar, Rajasthan",27.5591875,76.6086179,2.4565098491672983
Soni Devi Memorial Hospital,ALWAR,RAJASTHAN,4.4,130.0,"X9JP+89 Neemrana, Rajasthan",27.9808125,76.3833679,2.0517943335554074
Satish Hospital,ALWAR,RAJASTHAN,5.0,1.0,,27.5205625,76.6052429,0.2740561845970949
Om Hospital,ALWAR,RAJASTHAN,5.0,1.0,"GJC5+64 Alwar, Rajasthan",27.5205625,76.6052429,0.2740561845970949
Asg Hospital Pvt Ltd Balotra,Balotra,RAJASTHAN,4.9,36.0,"R6JQ+WM Balotra, Rajasthan",25.8323125,72.2366179,1.6803975225461634
Mewar Hospital Pvt Ltd (Banswara),BANSWARA,RAJASTHAN,4.1,39.0,"HC2W+VW Banswara, Rajasthan",23.5521875,74.4447429,1.4264559449452658
