Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
Alliance Hospital,THANE,MAHARASHTRA,3.1,183.0,"CR9C+VW Nalasopara East, Nala Sopara, Maharashtra",19.4196875,72.8197429
"Am Pm 24 Hrs Hospital Multispeciality 
Trauma And Research Centre",THANE,MAHARASHTRA,4.0,102.0,"64QG+2F Kalyan West, Kalyan, Maharashtra",19.2375625,73.1236179
Anish Hospital(Thane),THANE,MAHARASHTRA,4.0,8.0,"636V+43 Dombivli, Maharashtra",19.2103125,73.0901179
Apex Hospital,Thane,MAHARASHTRA,4.0,36.0,"63CP+P4 Dombivli, Maharashtra",19.2218125,73.0827429
Apex Hospital(Kalyan),Thane,MAHARASHTRA,3.9,116.0,"64VF+M9 Kalyan, Maharashtra",19.2441875,73.1208679
Arth Hospital,Thane,MAHARASHTRA,3.8,59.0,"CR3H+RM Vasai-Virar, Maharashtra",19.4045625,72.8266179
Asha Hospital,THANE,MAHARASHTRA,4.7,71.0,"5XVC+86 Thane, Maharashtra",19.1933125,72.9679929
Ashirwad Hospital (Bhiwandi),Thane,MAHARASHTRA,3.7,24.0,"73X7+2C Bhiwandi, Maharashtra",19.2975625,73.0609929
Balaji Hospital Bhayandar,THANE,MAHARASHTRA,3.7,78.0,"7VW5+3M Mira Bhayandar, Maharashtra",19.2951875,72.8566179
Balaji Hospital-Thane,THANE,MAHARASHTRA,3.4,18.0,,,
Cardinal Gracias Memorial Hospital,Thane,MAHARASHTRA,3.0,422.0,"9R74+P3 Sandor, Maharashtra",19.3643125,72.8026179
"Criticare Superspeciality Hospital( Thane 
)",THANE,MAHARASHTRA,3.3,177.0,"6X28+J2 Thane, Maharashtra",19.2015625,72.9624929
Crystal Hospitals Ltd (Dahisar),Thane,MAHARASHTRA,3.7,51.0,"7V36+2H Mumbai, Maharashtra",19.2525625,72.8588679
Currae Gynaec Ivf Birthing Hospital,THANE,MAHARASHTRA,4.4,1353.0,"7X4C+9J Thane, Maharashtra",19.2559375,72.9689929
"Currae Speciality Hospital (A Unit Of 
Patni Healthcare Ltd)",THANE,MAHARASHTRA,2.3,9.0,"7X4C+7M Thane, Maharashtra",19.2556875,72.9691179
Dr Godboles Heart Care Hospital,THANE,MAHARASHTRA,4.4,723.0,"5XP8+6W Thane, Maharashtra",19.1855625,72.9647429
Dr Harne Hospital,Thane,MAHARASHTRA,4.1,160.0,"639P+GJ Dombivli West, Dombivli, Maharashtra",19.2188125,73.0839929
Dr Uppals Ent Hospital,THANE,MAHARASHTRA,4.5,228.0,"6X9H+M9 Thane, Maharashtra",19.2191875,72.9758679
Dr Bhanushali Hospital,THANE,MAHARASHTRA,4.7,359.0,"5XQG+79 Thane, Maharashtra",19.1881875,72.9733679
Dsouza Hospital,Thane,MAHARASHTRA,5.0,2.0,"7X5J+5R Thane West, Mumbai, Maharashtra",19.2579375,72.9794929
"Gayatri Maternity And Ear Nose Throat 
Hospital",THANE,MAHARASHTRA,4.8,138.0,"5XVC+46 Thane, Maharashtra",19.1928125,72.9679929
Golden Park Hospital,Thane,MAHARASHTRA,3.4,73.0,"6X6G+GR Thane, Maharashtra",19.2113125,72.9744929
Gurukrupa Hospital,Thane,MAHARASHTRA,4.1,12.0,"6X2F+CH Thane, Maharashtra",19.2010625,72.9713679
Gurukrupa Hospital And Polyclinic,THANE,MAHARASHTRA,4.6,684.0,"8V53+6Q Bhayandar, Sonam Sagar, Mira Bhayandar, Maharashtra",19.3080625,72.8518679
Highland Super Speciality Hospital,THANE,MAHARASHTRA,4.5,851.0,"6XFH+GR Thane, Maharashtra",19.2238125,72.9769929
Highway Hospital,THANE,MAHARASHTRA,4.7,577.0,"5XQ7+R5 Thane, Maharashtra",19.2136969,72.9695534
Holy Cross Hospital(Thane),THANE,MAHARASHTRA,3.7,247.0,"64RR+69 Kalyan, Maharashtra",19.2405625,73.1383679
Horizon Hospital,THANE,MAHARASHTRA,4.5,849.0,"5XP9+P2 Mumbai, Maharashtra",19.1868125,72.9649929
Icon Multispeciality Hospital & ICU,THANE,MAHARASHTRA,3.9,107.0,"5XR9+72 Thane, Maharashtra",19.1906875,72.9649929
Jk Women Hospital,THANE,MAHARASHTRA,4.3,1367.0,"638R+C7 Dombivli, Maharashtra",19.2160625,73.0881179
Jijai Women'S Hospital,Thane,MAHARASHTRA,4.8,336.0,"7X88+7M Thane, Maharashtra",19.2656875,72.9641179
Krishna Hospital (Vasai),THANE,MAHARASHTRA,3.6,102.0,"9RJF+XF Vasai-Virar, Maharashtra",19.3824375,72.8211179
Laxmi Hospital,THANE,MAHARASHTRA,4.6,7.0,,,
Life Care Hospital,THANE,MAHARASHTRA,4.0,94.0,"6X56+F3 Thane, Maharashtra",19.2086875,72.9576179
Lifeline Multispeciality Hospital,THANE,MAHARASHTRA,3.8,119.0,"6X3C+4Q Thane, Maharashtra",19.2028125,72.9693679
Lifecare Charitable Hospital (Nalasopara),THANE,MAHARASHTRA,3.5,156.0,"CR7G+WP Mumbai, Maharashtra",19.4148125,72.8242429
Lotuss Hospital,THANE,MAHARASHTRA,4.8,168.0,"7VQ9+QM Mumbai, Maharashtra",19.2894375,72.8666179
Maa Vaishnavi Multispeciality Hospital,THANE,MAHARASHTRA,3.4,57.0,"5XJF+88 Thane, Maharashtra",19.1808125,72.9707429
Metropol Multispeciality Hospital Llp,Thane,MAHARASHTRA,4.1,349.0,"6XPG+96 Thane, Maharashtra",19.2359375,72.9729929
Modi Hospital,THANE,MAHARASHTRA,4.5,82.0,"5WQW+G8 Thane, Maharashtra",19.1888125,72.9432429
"Neel Orthopedic Super Speciality Hospital 1st Floor, Sheetal Niketan Co-Op Housing Soc.,,Opp. Hum",THANE,MAHARASHTRA,4.4,159.0,"8V45+83 Mira Bhayandar, Maharashtra",19.3058125,72.8551179
"Neptune Superspeciality Hospital 
(Dombivali)",THANE,MAHARASHTRA,3.9,75.0,"6423+98 Dombivli, Maharashtra",19.2009375,73.1007429
New Sai Ganga Hospital,THANE,MAHARASHTRA,3.6,36.0,"8V57+74 Mira Bhayandar, Maharashtra",19.3081875,72.8602429
Noble Hospital Dombivli,THANE,MAHARASHTRA,3.9,445.0,"639Q+37 Dombivli, Maharashtra",,
Om Hospital(Vasai),THANE,MAHARASHTRA,2.7,61.0,"8RW2+XM Vasai-Virar, Maharashtra",19.3474375,72.7991179
Omkar Hospital & Icu (Thane),THANE,MAHARASHTRA,,,"6X8H+26 Thane, Maharashtra",,
Optilife Multispeciality Hospital,THANE,MAHARASHTRA,3.8,212.0,"634W+V5 Dombivli, Maharashtra",19.2071875,73.0928679
Orange Hospital-Mira Road,THANE,MAHARASHTRA,3.1,58.0,"7VX9+R2 Mira Bhayandar, Maharashtra",19.2995625,72.8649929
Orthonova Hospital(Thane),Thane,MAHARASHTRA,4.2,78.0,"6XMG+R7 Thane, Maharashtra",19.2345625,72.9731179
"Oscar And Multispeciality Centre 
Hospital.",THANE,MAHARASHTRA,4.2,247.0,"6XPF+MP Thane, Maharashtra",19.2366875,72.9717429
Ozone Multispeciality Hospital,THANE,MAHARASHTRA,4.2,87.0,"7229+C7 Bhiwandi, Maharashtra",19.2510625,73.0156179
Platinum Hospitals (Thane),Thane,MAHARASHTRA,4.2,720.0,"5XM3+3J Mumbai, Maharashtra",19.1826875,72.9514929
Pragati Hospital And Icu,THANE,MAHARASHTRA,3.6,61.0,,,
"Rr Hospital Kagzi Hospital And Medical 
Research Center",Thane,MAHARASHTRA,3.8,196.0,"6474+2M Dombivli, Maharashtra",19.2125625,73.1041179
Revival Bone And Joint Hospital,THANE,MAHARASHTRA,4.3,119.0,"5XQ8+6F Thane, Maharashtra",19.1880625,72.9636179
S S Hospital And Research Centre,THANE,MAHARASHTRA,4.3,443.0,"62X9+X3 Bhiwandi, Maharashtra",19.2499375,73.0151179
Sai Criticare Hospital (Thane),THANE,MAHARASHTRA,3.0,23.0,"6X66+4H Thane, Maharashtra",19.2103125,72.9588679
Sai Dham Hospital,THANE,MAHARASHTRA,4.0,42.0,"6X44+G9 Thane, Maharashtra",19.2103125,72.9588679
Sai Jyot Multispeciality Hospital.,Thane,MAHARASHTRA,4.7,428.0,"637Q+G9 Dombivli, Maharashtra",,
Sai Vedant Multi Speciality Hospital,THANE,MAHARASHTRA,4.0,40.0,"8V33+VJ Mira Bhayandar, Maharashtra",19.3046875,72.8514929
Saibaba Hospital And Polyclinic,THANE,MAHARASHTRA,3.7,15.0,"7VCH+3P Mira Bhayandar, Maharashtra",19.2701875,72.8767429
"Samartha Hospital (A Unit Of Sadafal 
Medical Centre Pvt Ltd)",THANE,MAHARASHTRA,3.9,219.0,"7VJF+JQ Mumbai, Maharashtra",19.2815625,72.8718679
Sapphire Hospitals Pvt Ltd,Thane,MAHARASHTRA,1.0,1.0,"6233+8G Thane, Maharashtra",19.2033125,73.0012429
"Satya Sai Platinum Hospital (A Unit Of 
Platinum Hospital)",THANE,MAHARASHTRA,4.8,4169.0,"65J5+R2 Ulhasnagar, Maharashtra",,
Seema Multispeciality Hospital,Thane,MAHARASHTRA,4.4,173.0,"CRC8+CH Nala Sopara, Maharashtra",19.4210625,72.8138679
Seven Eleven Hospital,Thane,MAHARASHTRA,3.7,25.0,,,
"Shah Life Line Hospital And Heart 
Institute Pvt Ltd",Thane,MAHARASHTRA,4.5,1006.0,"7VV4+WC Mumbai, Maharashtra",19.2948125,72.8534929
Sham Bharati Multi Speciality Hospital,THANE,MAHARASHTRA,4.3,104.0,"7VP9+9Q Mira Bhayandar, Maharashtra",19.2859375,72.8668679
"Shraddha General Hospital And Icu 
Centre",Thane,MAHARASHTRA,3.7,134.0,"65J7+7G Ulhasnagar, Maharashtra",19.2306875,73.1612429
Shree Mahaganpati Hospital(Thane),Thane,MAHARASHTRA,4.3,227.0,"76W9+XR Titwala, Maharashtra",19.2974375,73.2169929
"Shree Siddhivinayak Urology And 
Multispecialty Hospital",Thane,MAHARASHTRA,4.8,1863.0,"6X56+F3 Thane, Maharashtra",19.2086875,72.9576179
"Siddhivinayak Multispeciality Hospitaland 
Cardic Care Center",THANE,MAHARASHTRA,4.8,1863.0,"6X56+F3 Thane, Maharashtra",,
Sparsh Childrens Hospital-Kalyan,THANE,MAHARASHTRA,4.5,507.0,"64HR+6V Kalyan, Maharashtra",19.2280625,73.1396179
"Sparsh Multispeciality Hospital And 
I.C.C.U",THANE,MAHARASHTRA,3.3,18.0,"6X43+GQ Thane, Maharashtra",19.2063125,72.9518679
Surekha Criticare Hospital,Thane,MAHARASHTRA,4.0,239.0,"65G8+JG Ulhasnagar, Maharashtra",19.2265625,73.1637429
Sushrut Hospital Nallasopara,THANE,MAHARASHTRA,4.7,379.0,"CR97+W6 Nala Sopara, Maharashtra",19.4198125,72.8104929
Varad Hospital And Icu,THANE,MAHARASHTRA,3.0,12.0,"6X2H+W7 Thane, Maharashtra",19.2023125,72.9756179
"Ved Hospital Super Specialitty And 
Research Center",Thane,MAHARASHTRA,4.8,28.0,"6X4F+X3 Thane, Maharashtra",19.2074375,72.9701179
"Vedant Hospital A Unit Of Shree 
Vighnaharta Healthcare",THANE,MAHARASHTRA,2.8,121.0,"6X56+HM Thane, Maharashtra",19.2089375,72.9591179
Vedant Multispeciality Hospital,THANE,MAHARASHTRA,2.8,121.0,"6X56+HM Thane, Maharashtra",19.2089375,72.9591179
Venus Hospital Multispeciality And Icu,Thane,MAHARASHTRA,3.7,73.0,"637H+QJ Dombivli, Maharashtra",19.2144375,73.0764929
Vitthal Krupa Hospital,THANE,MAHARASHTRA,4.3,159.0,"64GR+P4 Kalyan, Maharashtra",19.2268125,73.1377429
Wockhardt Hospitals Ltd,THANE,MAHARASHTRA,4.7,13406.0,"7VM6+PV Mira Bhayandar, Maharashtra",19.2843125,72.8596179
Global Hospital,THANE,MAHARASHTRA,4.2,61.0,,,
"Dr Wankhades Fracture and Accident 
Hospital",THANE,MAHARASHTRA,4.5,132.0,"64RW+FR Kalyan, Maharashtra",19.2411875,73.1444929
Sai Kripa Maternity Hospital,THANE,MAHARASHTRA,5.0,1.0,,,
Phoenix Hospital and ICU,THANE,MAHARASHTRA,4.4,98.0,"6XGJ+6G Thane, Maharashtra",19.2255625,72.9787429
Sawant Hospital,THANE,MAHARASHTRA,4.5,78.0,"63CJ+R8 Dombivli West, Dombivli, Maharashtra",19.2220625,73.0782429
"Shree Maternari Hospital And General 
Hospital",THANE,MAHARASHTRA,5.0,2.0,"52QF+X2 Thane, Maharashtra",19.1899375,73.0199929
Family Care Hospitals,THANE,MAHARASHTRA,4.3,1221.0,"7VW7+MR Mira Road East, Mira Bhayandar, Maharashtra",19.2966875,72.8619929
Bijankur Hospital PVT. LTD.,THANE,MAHARASHTRA,3.8,24.0,"538H+PH Nilje Gaon, Maharashtra",19.1668125,73.0763679
Icon Hospital Pvt Ltd,THANE,MAHARASHTRA,3.9,107.0,"5XR9+72 Thane, Maharashtra",19.1906875,72.9649929
Swayam Hospitals,THANE,MAHARASHTRA,4.3,121.0,"6X9C+C2 Thane, Maharashtra",19.2185625,72.9674929
Ortho Centre Hospital,THANE,MAHARASHTRA,4.7,1194.0,"5XWC+RH Thane, Maharashtra",19.1970625,72.9688679
Kelshikar Hospital,THANE,MAHARASHTRA,3.8,55.0,"6X3F+79 Thane, Maharashtra",19.2031875,72.9708679
Spandan Hospital & ICU,THANE,MAHARASHTRA,5.0,2.0,"6X53+7C Thane, Maharashtra",19.2081875,72.9509929
"Shivneri Hospital And Advanced Urology 
Center",THANE,MAHARASHTRA,,,"5XWC+4C Mumbai, Maharashtra",19.1953125,72.9684929
Matrix Multispeciality Hospital,THANE,MAHARASHTRA,4.4,147.0,"566H+P8 Badlapur, Maharashtra",19.1618125,73.2257429
Global Multispeciality Hospital,THANE,MAHARASHTRA,4.3,106.0,"7VVC+C8 Mira Road East, Mira Bhayandar, Maharashtra",,
SRV Mamta Hospital,THANE,MAHARASHTRA,3.9,1011.0,"6443+WM Dombivli, Maharashtra",19.2073125,73.1016179
Mehta Hospital and fertility Center,THANE,MAHARASHTRA,5.0,5.0,"7VGH+X8 Mira Road East, Mira Bhayandar, Maharashtra",19.2774375,72.8757429
Badar Multispeciality Hospital,THANE,MAHARASHTRA,3.5,37.0,"CR72+37 Nala Sopara, Maharashtra",19.4126875,72.7981179
Ankur Paediatric Hospital And ICU,THANE,MAHARASHTRA,3.4,253.0,"FR35+6P Virar West, Virar, Maharashtra",19.4530625,72.8067429
Thane Noble Hospital,THANE,MAHARASHTRA,4.2,171.0,"7X59+VJ Thane, Maharashtra",19.2596875,72.9664929
Bilal Hospital And ICU,THANE,MAHARASHTRA,4.0,1193.0,"527H+6M Thane, Maharashtra",19.1630625,73.0266179
Dr Veer Hospital,THANE,MAHARASHTRA,3.6,37.0,"6X43+7J Thane, Maharashtra",19.2056875,72.9514929
Dr More Hospital,THANE,MAHARASHTRA,4.5,24.0,"7XF6+JG Thane, Maharashtra",19.2740625,72.9587429
Gastrocare Hospital,THANE,MAHARASHTRA,4.1,174.0,"64RV+FX Kalyan, Maharashtra",19.2411875,73.1423679
"Sai Aarogyam Multispeciality Hospital & 
ICCU",THANE,MAHARASHTRA,4.3,81.0,"64XC+74 Kalyan, Maharashtra",19.2481875,73.1177429
Reliance Hospital,THANE,MAHARASHTRA,4.8,9467.0,"XR5C+F2 Mumbai, Maharashtra",18.9586875,72.8174929
Aarogyadham Multispeciality Hospital,THANE,MAHARASHTRA,,,"5XRC+R8 Thane, Maharashtra",19.1920625,72.9682429
Shambharti Multispecilatiy Hospital,THANE,MAHARASHTRA,4.3,104.0,"7VP9+9Q Mira Bhayandar, Maharashtra",19.2859375,72.8668679
Phoneix Hospital Pvt Ltd,THANE,MAHARASHTRA,2.7,25.0,"6R3H+65 Mumbai, Maharashtra",19.2030625,72.8253679
Siddha Pooja Hospital,THANE,MAHARASHTRA,4.2,36.0,"3273+CX Navi Mumbai, Maharashtra",19.0635625,73.0023679
Venkatesh Hospital And Nursing Home,THANE,MAHARASHTRA,2.8,36.0,"743Q+HC Kalyan, Maharashtra",19.2539375,73.1359929
Lifeline Hospital,THANE,MAHARASHTRA,3.8,119.0,"6X3C+4Q Thane, Maharashtra",19.2028125,72.9693679
Mauli Hospital,THANE,MAHARASHTRA,4.3,58.0,"6X9R+88 Thane, Maharashtra",19.2183125,72.9882429
Platinum Multispeciality Hospital,THANE,MAHARASHTRA,4.2,94.0,,,
"Ganesh Memorial Hospital and 
Endoscopy Center",THANE,MAHARASHTRA,4.4,48.0,"743P+2X Kalyan West, Kalyan, Maharashtra",19.2525625,73.1348679
Lakecity Hospital,THANE,MAHARASHTRA,3.4,228.0,"6X39+QV Thane, Maharashtra",19.2044375,72.9671179
Shree Maternity and General Hospital,THANE,MAHARASHTRA,5.0,2.0,"52QF+X2 Thane, Maharashtra",19.1899375,73.0199929
Koparde Hospital,THANE,MAHARASHTRA,5.0,6.0,"638W+52 Navi Mumbai, Maharashtra",19.2154375,73.0924929
Abhinav Maternity and General Hospital,THANE,MAHARASHTRA,4.2,134.0,"CRC7+8V Vasai-Virar, Maharashtra",19.4208125,72.8121179
Dr Das Hospital And ICCU,THANE,MAHARASHTRA,4.9,21.0,"6XMG+R7 Thane, Maharashtra",19.2345625,72.9731179
Amit Hospital (Berhampur),BERHAMPUR,ORISSA,3.6,298.0,"8Q7V+W7 Brahmapur, Odisha",19.3148125,84.7906179
Ashutosh Hospital,BERHAMPUR,ORISSA,4.5,11.0,,,
Maa Shakti Hospital,BHUBANESWAR,ORISSA,3.4,202.0,"7R5C+C5 Bhubaneswar, Odisha",20.2585625,85.8178679
Amri Hospitals Ltd Bhubaneswar,BHUBANESWAR,ORISSA,3.9,72.0,"7RQW+6M Bhubaneswar, Odisha",20.2880625,85.8441179
Care Hospital(Bhubaneshwar),BHUBANESWAR,ORISSA,4.3,5351.0,"8RC7+J6 Bhubaneswar, Odisha",20.3215625,85.8104929
Hi Tech Medical College And Hospital,BHUBANESWAR,ORISSA,3.7,947.0,"8V2G+WR Bhubaneswar, Odisha",20.3023125,85.8744929
Sara Gastro And Laparoscopic Hospital,BHUBANESWAR,ORISSA,4.3,125.0,"7R3W+J8 Bhubaneswar, Odisha",20.2540625,85.8432429
Sunshine Hospitals,BHUBANESWAR,ORISSA,4.6,2655.0,"7R9X+H9 Bhubaneswar, Odisha",20.2689375,85.8458679
Shree Hospitals,BHUBANESWAR,ORISSA,3.6,666.0,"6RXR+8H Bhubaneswar, Odisha",20.2483125,85.8388679
Asg Hospital Pvt Ltd,BHUBANESWAR,ORISSA,4.8,4778.0,"7RFW+R5 Bhubaneswar, Odisha",20.2745625,85.8428679
"Utkal Institute of Medical Sciences And 
Hospital",BHUBANESWAR,ORISSA,4.5,4190.0,"8RF2+25 Bhubaneswar, Odisha",20.3225625,85.7978679
Radharaman Hospital,Cuttack,ORISSA,4.9,1292.0,"FV4C+W7 Cuttack, Odisha",20.4573125,85.8681179
Shakti Hospital,CUTTACK,ORISSA,3.9,122.0,"FW76+H6 Cuttack, Odisha",20.4639375,85.9079929
Sun Hospital Pvt Ltd,CUTTACK,ORISSA,4.3,1505.0,"FVJ5+5G Cuttack, Odisha",20.4804375,85.8562429
Trisha Hospital,Cuttack,ORISSA,3.1,81.0,"FV4C+X6 Cuttack, Odisha",20.4574375,85.8679929
East Coast Hospital,PONDICHERRY,PONDICHERRY,4.8,1463.0,WQJH+2Q Puducherry,11.9300625,79.7768679
Bewell Hospitals(Pondicherry),PONDICHERRY,PONDICHERRY,4.4,780.0,XR28+84 Puducherry,11.9508125,79.8127429
Dr Punjs Artemis Hospital,AMRITSAR,PUNJAB,,,"MV3J+HM Amritsar, Punjab",31.6539375,74.8791179
Madaan Hospital,AMRITSAR,PUNJAB,3.5,16.0,"JVVM+HR Amritsar, Punjab",31.6439375,74.8819929
Adlakha Hospital,AMRITSAR,PUNJAB,4.1,63.0,"MV2F+FW Amritsar, Punjab",31.6511875,74.8722429
KD Hospital,AMRITSAR,PUNJAB,3.4,162.0,"JVWM+J8 Amritsar, Punjab",31.6511875,74.8722429
Sanjeevan Hospital,AMRITSAR,PUNJAB,3.4,28.0,"JV98+X3 Amritsar, Punjab",31.6334387,74.7056519
"Dr Karam Singh Memorial Orthopaedic 
And Multispeciality Hospital",AMRITSAR,PUNJAB,4.4,179.0,"JVXM+4C Amritsar, Punjab",31.6478125,74.8809929
Ranjit Hospital,AMRITSAR,PUNJAB,4.6,208.0,"JRMV+6C Amritsar, Punjab",31.6330625,74.8409929
Uppal Neuro Hospital,AMRITSAR,PUNJAB,3.9,392.0,"JVR5+RR Amritsar, Punjab",31.6330625,74.8409929
"Carewell Heart And Super Speciality 
Hospital",AMRITSAR,PUNJAB,3.4,57.0,"JVM6+RQ Amritsar, Punjab",31.6345625,74.8593679
Sri Guru Ram Dass Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.6150625,74.8796179
Apollo Hospital - Amritsar,AMRITSAR,PUNJAB,4.8,3003.0,"JVP8+CW Amritsar, Punjab",31.6360625,74.8647429
Hargun Hospital,AMRITSAR,PUNJAB,,,,,
Hartej Hospital,AMRITSAR,PUNJAB,3.4,158.0,"MV23+3M Amritsar, Punjab",31.6501875,74.8516179
Fortis Escorts Hospital Amritsar,AMRITSAR,PUNJAB,4.7,4754.0,"MW79+V8 Amritsar, Punjab",31.6646875,74.9157429
Gupta Multispeciality Hospital.,AMRITSAR,PUNJAB,3.5,33.0,"JW85+FR Amritsar, Punjab",,
Ap Hospital,AMRITSAR,PUNJAB,3.6,26.0,"JVCP+2R Amritsar, Punjab",31.6200625,74.8844929
Randhawa Hospital,Amritsar,PUNJAB,4.4,291.0,"JVR7+WR Amritsar, Punjab",31.6423125,74.8619929
Chikitsa ENT Hospital,AMRITSAR,PUNJAB,4.4,93.0,"JVJF+92 Amritsar, Punjab",31.6309375,74.8699929
"Nayyar Heart Institute And Super 
Speciality Hospital",AMRITSAR,PUNJAB,4.1,7.0,"JVVG+CJ Amritsar, Punjab",31.6435625,74.8739929
"Life Kare Multi Speciality And Super 
Speciality Hospital",AMRITSAR,PUNJAB,3.3,40.0,,,
Care & Cure Medicity Hospital,AMRITSAR,PUNJAB,3.0,45.0,"JVQP+JQ Amritsar, Punjab",31.6390625,74.8843679
Dr Ved Gupta Hospital,AMRITSAR,PUNJAB,4.3,90.0,"JVRF+Q3 Amritsar, Punjab",31.6419375,74.8701179
"Akashdeep Hospital Neuro Trauma Multi 
Super Sepciality Hospital",AMRITSAR,PUNJAB,3.6,11.0,,,
Surjit Hospital,AMRITSAR,PUNJAB,4.2,98.0,"MR9V+C3 Amritsar, Punjab",31.6685625,74.8401179
Apex Hospital,AMRITSAR,PUNJAB,4.8,754.0,"JWW2+42 Amritsar, Punjab",31.6453125,74.8974929
New Life Hospital,AMRITSAR,PUNJAB,4.2,158.0,"MV6Q+2W Amritsar, Punjab",31.6600625,74.8872429
Arora Hospital,AMRITSAR,PUNJAB,4.5,181.0,"JRH3+84 Amritsar, Punjab",31.6283125,74.8002429
Dev Hospital Amritsar,Amritsar,PUNJAB,3.7,43.0,,,
Medcard Multispeciality Hospital,AMRITSAR,PUNJAB,4.6,267.0,"JV2J+8V Amritsar, Punjab",31.6008125,74.8796179
"Medicaid Hospital And Critical Care 
Centre",AMRITSAR,PUNJAB,4.6,815.0,"MV4F+R6 Amritsar, Punjab",31.6570625,74.8704929
Mokha Hospital And Kidney Care Centre,AMRITSAR,PUNJAB,3.5,108.0,"JVQM+HR Amritsar, Punjab",31.6389375,74.8819929
Navpreet Hospital,AMRITSAR,PUNJAB,4.8,1133.0,"JRMV+7R Amritsar, Punjab",31.6331875,74.8419929
Neelkanth Hospital,AMRITSAR,PUNJAB,3.3,43.0,,,
Sri Guru Ram Das Charitable Hospital,AMRITSAR,PUNJAB,3.6,203.0,"JV8J+2V Amritsar, Punjab",31.6150625,74.8796179
Surinder Hospital,AMRITSAR,PUNJAB,4.9,309.0,"JQGM+GP Amritsar, Punjab",31.6263125,74.7817429
Badrinath Hospital,AMRITSAR,PUNJAB,3.9,16.0,"MVRP+J7 Amritsar, Punjab",31.6915625,74.8831179
Parkash Hospital,AMRITSAR,PUNJAB,3.1,61.0,"JRMW+4F Amritsar, Punjab",31.6328125,74.8436179
Gupta Hospital,AMRITSAR,PUNJAB,4.2,108.0,"MV2J+WR Amritsar, Punjab",31.6523125,74.8794929
The Corporate Hospital,AMRITSAR,PUNJAB,3.9,220.0,"JWX4+QR Amritsar, Punjab",31.6494375,74.9044929
Florem Hospital,AMRITSAR,PUNJAB,4.3,646.0,"MVCV+GQ Amritsar, Punjab",31.6713125,74.8918679
Pulse Hospital,AMRITSAR,PUNJAB,4.7,442.0,"JWC3+RF Amritsar, Punjab",31.6220625,74.9011179
Nanda Hospital,AMRITSAR,PUNJAB,3.8,31.0,,,
Dr PSPM Janta Hospital,AMRITSAR,PUNJAB,5.0,2.0,,,
Nagpal Super Speciality Hospital,BHATINDA,PUNJAB,4.0,116.0,"6W7R+2W Bathinda, Punjab",30.2125625,74.9397429
"Cygnus Health Street Super Specialty 
Hospital",BHATINDA,PUNJAB,5.0,1.0,"6WHM+WW Bathinda, Punjab",30.2298125,74.9322429
Max Super Speciality Hospital Bhathinda,BHATINDA,PUNJAB,4.0,1334.0,"5WRW+WR Bathinda, Punjab",30.1923125,74.9444929
Pragma Hospital,BHATINDA,PUNJAB,4.8,804.0,"5WCH+JM Bathinda, Punjab",30.1923125,74.9444929
Chhabra Hospital,BHATINDA,PUNJAB,4.9,420.0,"6W8W+X6 Bathinda, Punjab",30.2174375,74.9429929
BJS Bal Memorial Hospital,GURDASPUR,PUNJAB,3.6,17.0,"R668+57 Batala, Punjab",31.8104375,75.2131179
Kamal Hospital (Jalandhar),Jalandhar,PUNJAB,4.4,370.0,"8HVP+4V Jalandhar, Punjab",31.3428125,75.5846179
BBC Heart Hospital,JALANDHAR,PUNJAB,3.8,76.0,"8H9F+2M Jalandhar, Punjab",31.3175625,75.5716179
Tagore Hospital And Heart Care Centre,JALANDHAR,PUNJAB,4.8,3545.0,"8HP7+R8 Jalandhar, Punjab",31.3370625,75.5607429
"Kidney Hospital and Lifeline Medical 
institutions",JALANDHAR,PUNJAB,4.5,984.0,"8H3Q+Q2 Jalandhar, Punjab",,
Sacred Heart Hospital (Maqsudan),JALANDHAR,PUNJAB,4.5,1861.0,"9H72+9C Jalandhar, Punjab",31.3634375,75.5484929
Joshi Hospital,JALANDHAR,PUNJAB,4.2,423.0,"8HM7+J8 Jalandhar, Punjab",31.3340625,75.5607429
Modern Hospital Jalandhar,JALANDHAR,PUNJAB,3.5,30.0,"8H5F+MH Jalandhar, Punjab",31.3091875,75.5713679
Armaan Hospital,JALANDHAR,PUNJAB,4.1,395.0,"8HH7+FW Jalandhar, Punjab",31.3286875,75.5622429
Kapoor Bone And Children Hospital,JALANDHAR,PUNJAB,4.1,171.0,,,
Batra Hospital,JALANDHAR,PUNJAB,4.1,71.0,"8HH8+VG Jalandhar, Punjab",31.3296875,75.5637429
Capitol Hospital,JALANDHAR,PUNJAB,4.2,1574.0,"9H7W+RQ Jalandhar, Punjab",31.3645625,75.5943679
Dmc Hospital And Trauma Centre,JALANDHAR,PUNJAB,4.5,145.0,"8HC9+FX Jalandhar, Punjab",31.3211875,75.5673679
Ghai Hospital (Jalandhar),JALANDHAR,PUNJAB,4.2,216.0,"8H48+XV Jalandhar, Punjab",31.3074375,75.5646179
Johal Hospital,JALANDHAR,PUNJAB,4.6,3349.0,"8JCJ+MX Jalandhar, Punjab",31.3216875,75.6298679
Kapil Hospital,JALANDHAR,PUNJAB,4.0,45.0,"8H9R+75 Jalandhar, Punjab",31.3181875,75.5878679
